A.3.2.99.0.32.0.0.20,GEM158 ( 192.168.237.158),3206 Error,12/6/2017 0:23,Unknown error or wrong error pattern.,Tue Dec  5
A.3.2.99.0.32.0.0.20,GEM150 ( 192.168.237.150),3206 Error,12/6/2017 1:10,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM153 ( 192.168.237.153),3206 Error,12/6/2017 2:11,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM158 ( 192.168.237.158),3206 Error,12/6/2017 3:30,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM158 ( 192.168.237.158),3206 Error,12/6/2017 4:08,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM157 ( 192.168.237.157),3206 Error,12/6/2017 4:34,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM153 ( 192.168.237.153),3206 Error,12/6/2017 4:45,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM155(192.168.237.155),3206 Error,12/6/2017 6:05,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM158 ( 192.168.237.158),3206 Error,12/6/2017 6:38,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM153 ( 192.168.237.153),3206 Error,12/6/2017 7:14,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM150 ( 192.168.237.150),3206 Error,12/6/2017 7:27,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM150 ( 192.168.237.150),3206 Error,12/6/2017 8:05,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM155 ( 192.168.237.155),3206 Error,12/6/2017 8:34,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM152 ( 192.168.237.152),3206 Error,12/6/2017 8:53,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM165 ( 192.168.237.165),3206 Error,12/6/2017 9:22,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM160 ( 192.168.237.160),3206 Error,12/6/2017 9:33,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM150 ( 192.168.237.150),3206 Error,12/6/2017 9:36,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM168 (192.168.237.168),3206 Error,12/6/2017 9:42,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM171(192.168.237.171),3206 Error,12/6/2017 9:47,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM158 ( 192.168.237.158),3206 Error,12/6/2017 9:50,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM179(192.168.237.179),3206 Error,12/6/2017 10:10,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM178(192.168.237.178),3206 Error,12/6/2017 10:14,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM176 ( 192.168.237.176),3206 Error,12/6/2017 10:19,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM182 ( 192.168.237.182),3206 Error,12/6/2017 10:27,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM171(192.168.237.171),3206 Error,12/6/2017 11:06,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM176 ( 192.168.237.176),3206 Error,12/6/2017 11:20,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM153 ( 192.168.237.153),3206 Error,12/6/2017 11:51,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM176 ( 192.168.237.176),3206 Error,12/6/2017 13:50,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM176 ( 192.168.237.176),3206 Error,12/6/2017 14:28,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM181(192.168.237.181),3206 Error,12/6/2017 15:14,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM165 ( 192.168.237.165),3206 Error,12/6/2017 15:25,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM181(192.168.237.181),3206 Error,12/6/2017 16:27,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM161(192.168.237.161),3206 Error,12/6/2017 20:55,Unknown error or wrong error pattern.,Wed Dec  6
A.3.2.99.0.32.0.0.20,GEM158 ( 192.168.237.158),3009 Error,12/6/2017 21:21,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Wed Dec  6
