A.3.2.99.0.32.0.0.12,gwp391 ( 192.168.237.162),3009 Error,11/6/2017 6:49,Unknown error or wrong error pattern.,Mon Nov  6
A.3.2.99.0.32.0.0.12,gem89 (192.168.237.159),Freeze, 2017-11-06 14:00:00-05,See 192.168.237.159_061117_1509994861754.png capture for details.This error is related with CR 17702,,
A.3.2.99.0.32.0.0.12,gem89 ( 192.168.237.159),3009 Error,11/6/2017 12:05,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,
A.3.2.99.0.32.0.0.12,gwp391 ( 192.168.237.162),3009 Error,11/6/2017 6:49,Unknown error or wrong error pattern.,Mon Nov  6
A.3.2.99.0.32.0.0.12,GEM150 (192.168.237.175),Freeze, 2017-11-06 15:00:00-05,See 192.168.237.175_061117_1509998461541.png capture for details.This error is related with CR 17702,Sat Nov  4,
A.3.2.99.0.32.0.0.12,gwp394 (192.168.237.165),Freeze, 2017-11-06 15:00:00-05,See 192.168.237.165_061117_1509998462136.png capture for details.This error is related with CR 17702,Sat Nov  4,
A.3.2.99.0.32.0.0.12,GEM150 ( 192.168.237.175),3009 Error,11/6/2017 13:47,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Sat Nov  4
A.3.2.99.0.32.0.0.12,gwp394 ( 192.168.237.165),3009 Error,11/6/2017 14:06,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Sat Nov  4
A.3.2.99.0.32.0.0.12,gwp394 ( 192.168.237.165),3206 Error,11/6/2017 15:04,3206 Error is shown in UI.log at 2017-11-06 14:06:18 caused by 'Socket timed out.  Waited 75000 milliseconds for response while calling on InvokerLocator'. This error is related to CR 17976,Sat Nov  4
A.3.2.99.0.32.0.0.12,gwp391 ( 192.168.237.162),3009 Error,11/6/2017 6:49,Unknown error or wrong error pattern.,Mon Nov  6
A.3.2.99.0.32.0.0.12,GEM115 ( 192.168.237.172),3009 Error,11/6/2017 16:23,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Sun Nov  5
A.3.2.99.0.32.0.0.12,gwp397 ( 192.168.237.169),3009 Error,11/6/2017 17:02,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Fri Nov  3
A.3.2.99.0.32.0.0.12,gwp226101 (192.168.237.161),Freeze, 2017-11-06 18:00:00-05,See 192.168.237.161_061117_1510009261897.png capture for details.This error is related with CR 17702,Sun Nov  5,
A.3.2.99.0.32.0.0.12,GEM96 (192.168.237.168),Freeze, 2017-11-06 18:00:00-05,See 192.168.237.168_061117_1510009262010.png capture for details.This error is related with CR 17702,,
A.3.2.99.0.32.0.0.12,gwp226101 ( 192.168.237.161),3009 Error,11/6/2017 16:21,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Sun Nov  5
A.3.2.99.0.32.0.0.12,GEM96 ( 192.168.237.168),3009 Error,11/6/2017 16:57,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,
A.3.2.99.0.32.0.0.12,gwp226101 ( 192.168.237.161),3206 Error,11/6/2017 18:04,3206 Error is shown in UI.log at 2017-11-06 16:21:24 caused by 'Socket timed out.  Waited 75000 milliseconds for response while calling on InvokerLocator'. This error is related to CR 17976,Sun Nov  5
A.3.2.99.0.32.0.0.12,gwp393 (192.168.237.164),Freeze, 2017-11-06 19:00:00-05,See 192.168.237.164_061117_1510012861664.png capture for details.This error is related with CR 17702,Fri Nov  3,
A.3.2.99.0.32.0.0.12,gwp397 (192.168.237.169),Freeze, 2017-11-06 19:00:00-05,See 192.168.237.169_061117_1510012862104.png capture for details.This error is related with CR 17702,Mon Nov  6,
A.3.2.99.0.32.0.0.12,gwp393 ( 192.168.237.164),3009 Error,11/6/2017 17:17,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Fri Nov  3
A.3.2.99.0.32.0.0.12,gwp397 ( 192.168.237.169),3009 Error,11/6/2017 17:31,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Mon Nov  6
