A.3.2.99.0.32.0.0.6,GEM150 ( 192.168.207.150),3006 Error,10/14/2017 0:04,3006 Error is shown in UI.log at  caused by 'com.ilrd.gem.g4k.ui.framework.statemachine.action.G4KStateTimeoutAction'. This error is related to CR 17835,Mon Oct  2
A.3.2.99.0.32.0.0.6,GEM152 (192.168.207.152),Freeze, 2017-10-14 04:00:00-04,See 192.168.207.152_141017_1507968061944.png capture for details.This error is related with CR 17702,Mon Oct  2,
A.3.2.99.0.32.0.0.6,GEM154 (192.168.207.154),Freeze, 2017-10-14 06:00:00-04,See 192.168.207.154_141017_1507975261699.png capture for details.This error is related with CR 17702,Tue Oct  3,
