A.3.2.99.0.32.0.0.20,GEM179(192.168.237.179),3206 Error,12/11/2017 1:18,Unknown error or wrong error pattern.,Mon Dec 11 00:41
A.3.2.99.0.32.0.0.20,GEM174(192.168.237.174),3206 Error,12/11/2017 6:42,Unknown error or wrong error pattern.,Mon Dec 11 06:43
