A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-04 00:00:00-04,See 192.168.226.102_041017_1507089661713.png capture for details.This error is related with CR 17702,Tue Oct  3
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-04 00:00:00-04,See 192.168.3.83_041017_1507089661508.png capture for details.This error is related with CR 17702,Tue Oct  3
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-04 01:00:00-04,See 192.168.226.102_041017_1507093261394.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-04 01:00:00-04,See 192.168.3.83_041017_1507093261518.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-04 02:00:00-04,See 192.168.226.102_041017_1507096861460.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-04 02:00:00-04,See 192.168.3.83_041017_1507096861501.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-04 02:42:36,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-04 03:00:00-04,See 192.168.226.102_041017_1507100461374.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-04 03:00:00-04,See 192.168.3.83_041017_1507100461806.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-04 03:05:06,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-04 03:42:38,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-04 04:00:00-04,See 192.168.226.102_041017_1507104061379.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-04 04:00:00-04,See 192.168.3.83_041017_1507104061668.png capture for details.This error is related with CR 17702,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-04 03:42:38,Unknown error or wrong error pattern.,Wed Oct  4
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-04 00:41:51,Unknown error or wrong error pattern.,Wed Oct  4
