A.3.2.99.0.32.0.0.20,GEM179(192.168.237.179),3206 Error,12/10/2017 2:51,Unknown error or wrong error pattern.,Sun Dec 10 02:14
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3009 Error,12/10/2017 8:47,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Sun Dec 10 19:25
A.3.2.99.0.32.0.0.20,GEM179(192.168.237.179),3206 Error,12/10/2017 10:44,Unknown error or wrong error pattern.,Sun Dec 10 10:07
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3206 Error,12/10/2017 11:19,Unknown error or wrong error pattern.,Sun Dec 10 10:39
A.3.2.99.0.32.0.0.20,GEM179(192.168.237.179),3206 Error,12/10/2017 14:59,Unknown error or wrong error pattern.,Sun Dec 10 22:52
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3206 Error,12/10/2017 15:04,Unknown error or wrong error pattern.,Sun Dec 10 14:24
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3009 Error,12/10/2017 20:30,3009 Error is shown in UI.log at  caused by 'SocketTimeoutException'. This error is related to CR 8697,Sun Dec 10 23:11
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3206 Error,12/10/2017 20:43,3206 Error is shown in UI.log at 2017-12-10 20:30:36 caused by 'java.net.SocketTimeoutException'. This error is related to CR 18113,Sun Dec 10 20:03
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3206 Error,12/10/2017 21:59,Unknown error or wrong error pattern.,Sun Dec 10 21:18
A.3.2.99.0.32.0.0.20,GEM169 ( 192.168.237.169),3206 Error,12/10/2017 22:36,Unknown error or wrong error pattern.,Sun Dec 10 21:56
A.3.2.99.0.32.0.0.20,GEM169 (192.168.237.169),Freeze, 2017-12-10 10:00:00-05,See 192.168.237.169_101217_1512918061450.png capture for details.This error is related with CR 17702,Sat Dec  9
