A.3.2.99.0.32.0.0.16,gemtestpc22 ( 192.168.237.171),3206 Error,2017-11-15 11:03:41,Unknown error or wrong error pattern.,Wed Nov 15 11:38
A.3.2.99.0.32.0.0.16,gemtestpc22 ( 192.168.237.171),3206 Error,2017-11-15 11:03:41,Unknown error or wrong error pattern.,Wed Nov 15 11:38
