A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 02:04:46,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 02:04:46,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-05 04:00:00-04,See 192.168.226.102_051017_1507190461472.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 04:00:00-04,See 192.168.3.83_051017_1507190461690.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 02:04:46,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 04:41:47,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-05 05:00:00-04,See 192.168.226.102_051017_1507194062293.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 05:00:00-04,See 192.168.3.83_051017_1507194061505.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 05:04:47,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 05:04:47,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 06:00:00-04,See 192.168.3.83_051017_1507197661599.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-05 06:00:00-04,See 192.168.226.102_051017_1507197661487.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 06:04:35,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 06:04:35,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-05 07:00:00-04,See 192.168.226.102_051017_1507201261434.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 07:00:00-04,See 192.168.3.83_051017_1507201261570.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 06:04:35,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 06:04:35,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 08:00:00-04,See 192.168.3.83_051017_1507204861638.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-05 08:00:00-04,See 192.168.226.102_051017_1507204861401.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-05 06:04:35,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 09:00:00-04,See 192.168.3.83_051017_1507208461565.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 10:00:00-04,See 192.168.3.83_051017_1507212061496.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 01:42:38,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 10:42:04,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 11:00:00-04,See 192.168.3.83_051017_1507215661737.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 12:00:00-04,See 192.168.3.83_051017_1507219261731.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 13:00:00-04,See 192.168.3.83_051017_1507222861476.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 14:00:00-04,See 192.168.3.83_051017_1507226461660.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 11:04:50,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 15:00:00-04,See 192.168.3.83_051017_1507230061508.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 15:05:16,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 15:05:16,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 15:05:16,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 15:05:16,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 (192.168.3.83),Freeze, 2017-10-05 16:00:00-04,See 192.168.3.83_051017_1507233661753.png capture for details.This error is related with CR 17702,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 15:05:16,Unknown error or wrong error pattern.,Thu Oct  5
A.3.2.99.0.32.0.0.5,gwp383 ( 192.168.3.83),3206 Error,2017-10-05 15:05:16,Unknown error or wrong error pattern.,Thu Oct  5
