Version,Hostname (IP),Error Type,Error Date,Comments,Last Reboot
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 10:00:00-04,See 192.168.226.102_011017_1506866462390.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 11:00:00-04,See 192.168.226.102_011017_1506870061641.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 12:00:00-04,See 192.168.226.102_011017_1506873661463.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 13:00:00-04,See 192.168.226.102_011017_1506877262324.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 09:41:51,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 13:41:44,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 14:00:00-04,See 192.168.226.102_011017_1506880862638.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 13:41:44,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 13:41:44,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 15:00:00-04,See 192.168.226.102_011017_1506884462539.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 15:04:29,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 15:04:29,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 16:00:00-04,See 192.168.226.102_011017_1506888061513.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 17:00:00-04,See 192.168.226.102_011017_1506891661502.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 16:04:48,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 18:00:00-04,See 192.168.226.102_011017_1506895261441.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 18:04:32,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 18:04:32,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 19:00:00-04,See 192.168.226.102_011017_1506898861497.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 20:00:00-04,See 192.168.226.102_011017_1506902461372.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 21:00:00-04,See 192.168.226.102_011017_1506906061387.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 19:04:36,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 21:41:52,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 22:00:00-04,See 192.168.226.102_011017_1506909662383.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 (192.168.226.102),Freeze, 2017-10-01 23:00:00-04,See 192.168.226.102_011017_1506913261392.png capture for details.This error is related with CR 17702,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
A.3.2.99.0.32.0.0.6,gwp102 ( 192.168.226.102),3206 Error,2017-10-01 22:04:49,Unknown error or wrong error pattern.,Sun Oct  1
